book_index_id,author
51914,Daniel Pinkwater
51914,Calef Brown (Illustrator)
51915,Richard K. Evans
51916,Sam Smith
51916,Doug Grud (Editor)
51917,Margo Lanagan (Goodreads Author)
51918,Karina Halle (Goodreads Author)
51919,Jeanne C. Stein
51920,Thrity Umrigar
51921,Joan London
51922,Michele Sinclair
51923,Charlotte Lennox
51923,Margaret Dalziel (Editor)
51923,Margaret Anne Doody (Introduction)
51923,Duncan Isles (Chronology and Appendix)
51924,Tom Billington
51924,Alison Coleman
51925,John Lyons
51926,Simone Beaudelaire (Goodreads Author)
51927,Yana Toboso
51927,Tomo Kimura (Goodreads Author) (Translator)
51928,E.G. Valens
51929,Erle Stanley Gardner
51930,Geneviève Jurgensen
51930,Adriana Hunter (Translator)
51931,Carl E. Schorske
51932,Rachel Gibson (Goodreads Author)
51933,S.B. Alexander (Goodreads Author)
51934,Ramón Andrés
51935,Gill Lewis
51936,Jonathan Lethem
51937,Stanley Wells
51938,Buchi Emecheta
51939,Clair Brown
51940,Keith T. Jenkins (Goodreads Author)
51941,Douglas Jackson
51942,Karen Rose (Goodreads Author)
51943,Darrell L. Bock
51944,Giosuè Carducci
51944,Robert Merciless (Introduction)
51944,Geoffrey Bickersteth (Translator)
51944,Emily A. Tribe (Translator)
51945,Robin Pilcher
51946,André Gide
51947,Deb Spera (Goodreads Author)
51948,Babu Devakinandan Khatri
51949,Agatha Christie
51950,Florence Parry Heide
51950,Edward Gorey (Illustrator)
51951,William Cottrell
51952,Ayelet Waldman (Goodreads Author)
51953,Harold Robbins
51954,Sheri S. Tepper
51955,Alan Moore (Goodreads Author)
51955,Tom Yeates (Illustrator)
51955,Rick Veitch (Illustrator)
51955,Stephen R. Bissette (Illustrator)
51955,Alfredo Alcalá (Illustrator)
51955,John Totleben (Illustrator)
51956,Idries Shah
51956,Sally Mallam (Illustrator)
51957,Lauren Redniss
51958,Elizabeth David
51958,Juliet Renny (Illustrator)
51958,Julia Child (Foreword by)
51959,Shelli Stevens (Goodreads Author)
51960,Al Dempster
51960,Walt Disney Company (Illustrations)
51961,Daniel Pinkwater
51961,Calef Brown (Illustrations)
51962,Charles Portis
51963,Nicholas Davies
51964,Олег Дивов
51965,Andrew Hosken
51966,Jamil Ahmad
51967,Jodi Lynn Anderson (Goodreads Author)
51968,Michele Sinclair
51969,Ada Adams (Goodreads Author)
51970,Dennis Lehane (Goodreads Author)
51970,James Frangione (Narrator)
51971,L. Frank Baum
51972,Harry Harrison
51973,Yana Toboso
51973,枢 やな
51974,Alexander Dolgun
51974,Patrick Watson
51975,Ida Hegazi Høyer
51976,A.A. Fair
51977,Nicola Griffith (Goodreads Author)
51978,Jon H. Gutmacher (Goodreads Author)
51979,Carole Satyamurti
51979,Wendy Doniger (Goodreads Author) (Foreword)
51979,Vinay Dharwadker (Afterword)
51980,Rachel Gibson (Goodreads Author)
51981,S.B. Alexander (Goodreads Author)
51982,Raymond Queneau
51982,Barbara Wright (Translator)
51983,Chet Baker
51984,Gill Lewis
51985,Suzy Lee
51986,Abbie Hoffman
51987,Aimé Césaire
51988,Douglas Jackson
51989,Kayla Krantz (Goodreads Author)
51990,Karen Rose (Goodreads Author)
51991,Darrell L. Bock
51992,Richard Levins
51992,Richard C. Lewontin
51993,Kristen Callihan (Goodreads Author)
51993,Anika Klüver (Translator)
51994,Robin Pilcher
51995,William Irwin Thompson
51996,Mitra Phukan
51997,Gus Lee
51998,Jacqueline K. Ogburn (Goodreads Author)
51998,Brian Ajhar (Illustrator)
51999,Serena Valentino (Goodreads Author)
52000,Kathy Reichs (Goodreads Author)
52001,Charlotte Bingham
52002,Tonya Hurley (Goodreads Author)
52003,Richard Nelson Bolles
52004,Alan Moore (Goodreads Author)
52004,Stephen R. Bissette (Illustrator)
52004,John Totleben (Illustrator)
52004,Shawn McManus (Illustrator)
52004,Alfredo Alcalá (Artist)
52004,Ron Randall (Artist)
52004,Len Wein (Writer)
52004,Bernie Wrightson (Artist)
52005,Elsa Beskow
52006,Omar Ali-Shah
52007,Megan Hart (Goodreads Author)
52008,Otsuichi
52008,Nathan Collins (Translator)
52009,Nigella Lawson
52010,Scott Allie (Editor)
52010,John Cassaday (Writer
52010,Artist)
52011,Piers Morgan
52012,Mark Kriegel
52013,Tanya Lee Stone (Goodreads Author)
52014,Nick Davies
52015,Emma Hart (Goodreads Author)
52016,Michael Lee West (Goodreads Author)
52017,H.D. Gordon (Goodreads Author)
52018,John Knowles
52019,Michele Sinclair
52020,Gary E. Parker
52021,Ada Adams (Goodreads Author)
52022,Nicole Reed (Goodreads Author)
52023,Bernie Morris (Goodreads Author)
52023,George Palmer (Illustrations)
52024,Philip Pullman
52025,Yana Toboso
52025,枢 やな
52026,Jeffrey A. Carver (Goodreads Author)
52027,Lois McMaster Bujold (Goodreads Author)
52028,Lise Forfang Grimnes (Goodreads Author)
52029,Guillaume Musso
52030,Tim Burton
52031,حمید مصدق (Poet)
52032,Jacob Grimm
52032,Wilhelm Grimm
52032,Maria Tatar (Editor)
52032,A.S. Byatt (Introduction)
52033,Ezra Pound
52033,Richard Sieburth (Editor)
52034,Rachel Gibson (Goodreads Author)
52035,S.B. Alexander (Goodreads Author)
52036,Joseph Zobel
52037,Gill Lewis
52038,Roseanna M. White (Goodreads Author)
52039,Maria Popova (Goodreads Author)
52040,Terry Pratchett
52041,Douglas Jackson
52042,C.D. Thompson
52043,Karen Rose (Goodreads Author)
52044,J. Ed Komoszewski
52044,Daniel B. Wallace
52044,M. James Sawyer
52045,Carl Safina (Goodreads Author)
52046,Sandra Dallas
52047,George Levy
52048,Laurann Dohner
52049,Ralph Waldo Emerson
52050,Elly Berkovits Gross
52051,John Lewis
52051,Andrew Aydin (Goodreads Author)
52051,Nate Powell (Illustrator)
52052,Martin Duberman
52053,Matsuo Bashō
52053,Lucien Stryk (Translator)
52054,Jaromír Plachý
52055,Charlotte Bingham
52056,Richard Matheson
52057,Ikbal Ali Shah
52058,David A. Price
52059,René Goscinny
52059,Jean-Jacques Sempé (Illustrator)
52060,Tina Traverse
52061,Tennessee Williams
52062,Kimberly Weinberger
52063,Carol Shields
52064,Joe Friel
52065,Joel C. Rosenberg (Goodreads Author)
52066,David Miller
52066,William Dinan
52067,Khalia N. Hades (Goodreads Author)
52068,Ellis Credle
52069,C.M. Stunich (Goodreads Author)
52070,Michele Sinclair
52071,Stephanie Burgis (Goodreads Author)
52072,Piers Anthony
52073,W.E. Johns
52074,Ada Adams (Goodreads Author)
52075,Steve Julien
52075,Linda Koperski (Illustrator)
52076,Yana Toboso
52076,Tomo Kimura (Goodreads Author) (Translator)
52077,J. Daniels (Goodreads Author)
52078,Fabio Volo
52079,Mahmoud Dowlatabadi
52080,Lena Hart (Goodreads Author)
52081,Robert Burns
52081,Lloyd Frankenberg (Editor)
52081,Joseph Low (Illustrator)
52082,B.J. Harvey (Goodreads Author)
52083,J.K. Rowling
52083,MinaLima (Illustrator)
52084,Jayne Collier
52085,Fritz Leiber
52085,Peter Elson (Illustrator)
52086,Edward Lear
52087,Innovative Language
52088,Howard Cruse
52088,Tony Kushner (Introduction)
52089,Sally Field
52090,Jessica Barry
52091,Mark Spinicelli
52092,Karen Rose (Goodreads Author)
52093,Darrell L. Bock
52094,Blue Balliett
52095,Sadie Carter
52096,Téa Obreht (Goodreads Author)
52097,Lola Rein Kaufman
52097,Lois Metzger (Goodreads Author)
52098,Brian Turner
52099,Vincent Bugliosi
52100,Colin Harrison
52101,Felice Holman
52102,L.M. Montgomery
52103,Ingri d'Aulaire
52103,Edgar Parin d'Aulaire
52104,L.F. Rushbrook Williams
52105,R.K. Narayan
52105,Pico Iyer (Introduction)
52106,Richard Williams
52107,René Goscinny
52107,Jean-Jacques Sempé
52108,Peter May
52109,Aaron Allen Schiller
52110,Lynn Kurland
52111,Robert Fisk
52112,Emily Snow (Goodreads Author)
52113,Mary Kay Andrews
52114,Betsy Byars
52114,Ted CoConis (Illustrator)
52115,Nick James (Goodreads Author)
52116,Deb Caletti (Goodreads Author)
52117,Nalini Singh (Goodreads Author)
52118,Ann Radcliffe
52119,James Thurber
52120,Piers Anthony
52121,W.E. Johns
52122,Karl Dietrich Bracher
52123,Addison Moore (Goodreads Author)
52124,Steve Coll
52125,Wayne Lee
52126,Kristal McKerrington (Goodreads Author)
52127,Marion Zimmer Bradley
52128,Yana Toboso
52128,枢 やな
52129,Jonathan Stroud (Goodreads Author)
52130,احمد شاملو
52131,Jillian Ross
52132,Victor Hugo
52132,A.M. Blackmore (Translator)
52132,E.H. Blackmore (Translator)
52133,Aidan Willows (Goodreads Author)
52134,J.K. Rowling
52134,MinaLima (Illustrator)
52135,R. Murray Schafer
52136,Roseanna M. White (Goodreads Author)
52137,Gail Sidonie Sobat
52138,Rudy Rucker
52139,Tom Cox
52140,Richard Brown
52141,Ed Wood
52142,Robert M. Bowman Jr.
52142,J. Ed Komoszewski
52143,Tiya Rayne (Goodreads Author)
52144,Jadwiga Korczakowska
52145,Kim Thúy
52146,Penelope Morcillo (Goodreads Author)
52147,Rachel Pollack
52148,Hugh Behm-Steinberg (Goodreads Author)
52149,Vincent Bugliosi
52149,Ken Hurwitz
52150,Anne McCaffrey
52151,Al Capp
52152,Zora Neale Hurston
52153,Paul Begg
52154,Halina Snopkiewicz
52155,Herbert Coleridge (editor)
52155,Frederick J. Furnivall (editor)
52155,James Murray (editor)
52155,Charles Talbut Onions (editor)
52156,Adam Musa
52157,Pat Mills (Goodreads Author)
52157,Kevin O'Neill
52157,Jesus Redondo
52158,Charlaine Harris (Goodreads Author)
52159,Jonathan Lopez (Goodreads Author)
52160,Murielle Cyr (Goodreads Author)
52161,Jon Meacham
52162,Richard Price
52163,Nicholas Davies
52164,Joe Friel
52165,Richard G. Causton
52166,Nick James (Goodreads Author)
52167,Ann Baer
52168,John Sutherland
52169,Piers Anthony
52170,Jeremias Gotthelf
52171,Addison Moore (Goodreads Author)
52172,Alex Woolf
52173,Jim Lovell
52173,Jeffrey Kluger
52173,Fred Sanders (Narrator)
52174,Louise Voss (Goodreads Author)
52174,Mark Edwards (Goodreads Author)
52175,Kate Thompson
52176,Paul Broks (Goodreads Author)
52177,Yana Toboso
52177,枢 やな
52178,Blake Northcott (Goodreads Author)
52179,Sylvia Plath
52179,Hanne Bramness (Translator)
52180,Ted Naifeh (Goodreads Author)
52180,Kalah Allen (Design)
52180,James Lucas Jones (Editor)
52181,Sonya Hartnett
52182,Yaşar Kemal
52183,Rachel Gibson (Goodreads Author)
52184,Lisa Unger (Goodreads Author)
52184,Eva Bonné (Translator)
52185,Sharyn McCrumb (Goodreads Author)
52186,Georgette Heyer
52186,Karen Hawkins (Goodreads Author) (Foreword)
52187,Daniel Paul Schreber
52187,Richard A. Hunter (Translator)
52187,Ida Macalpine (Translator)
52187,Rosemary Dinnage (Introduction)
52188,Ted Gioia
52189,Roseanna M. White (Goodreads Author)
52190,Hans Holbein
52191,K.L. Brady (Goodreads Author)
52192,Terry Deary
52192,Martin Brown (Illustrator)
52193,Giannis Skaribas
52193,Γιάννης Σκαρίμπας
52194,Karen Rose (Goodreads Author)
52195,Darrell L. Bock (Editor)
52195,J. Ed Komoszewski (Editor)
52195,N.T. Wright (Foreword)
52196,Scott Weidensaul
52197,Erin Raegan (Goodreads Author)
52198,Ilona Wiśniewska
52199,Darryl Bumpass Sr
52200,John Ralston Saul
52201,Kay Hooper
52202,C.D. Wright
52203,James Robert Baker
52204,Timothy Leary
52205,Emily Colas
52206,Raymond Benson (Goodreads Author)
52207,Margaret Cardillo
52207,Julia Denos (Goodreads Author) (Illustrator)
52208,Wu Ming (Goodreads Author)
52209,Halina Snopkiewicz
52210,Amina Shah
52211,Oliver James
52212,Charlaine Harris (Goodreads Author)
52213,Ina May Gaskin
52214,Tom Reynolds
52215,Kay Ryan
52216,Penny Thornton
52217,Jean Merrill
52217,Ronni Solbert (Illustrator)
52218,James Blish
52218,Greg Bear (Introduction)
52219,Ella James (Goodreads Author)
52220,Robert McCloskey
52221,Rae Carson
52222,Joseph Wambaugh (Goodreads Author)
52223,Piers Anthony
52224,Lynn Raye Harris (Goodreads Author)
52225,Jeremias Gotthelf
52226,Ted Conover
52227,Andrew Chaikin
52227,Tom Hanks (Foreword)
52228,Gwendolyn Field (Goodreads Author)
52229,Bernie Morris (Goodreads Author)
52229,Linda Koperski (Illustrator)
52230,Kate Thompson
52231,Joseph E. LeDoux
52232,Marguerite Henry
52232,Wesley Dennis (Illustrator)
52233,Lois McMaster Bujold (Goodreads Author)
52234,Karl Schroeder
52235,Shannon Brownlee
52236,ناهید طباطبایی
52236,Nahid Tabatabaee
52237,L.A. Casey (Goodreads Author)
52238,Charlotte Link
52239,Georgette Heyer
52240,Alberto Moravia
52240,Michael F. Moore (Translation)
52241,Enrico Fubini
52242,Phyllis Root
52242,Jane Chapman (Illustrator)
52243,Harry Crews
52244,Sebastian Brant
52244,Edwin H. Zeydel (Translator)
52245,Bernard Cornwell (Goodreads Author)
52246,Anita Shreve
52247,Karen Rose (Goodreads Author)
52248,Doreen Virtue
52249,Jeanne St. James (Goodreads Author)
52250,Susan Richards Shreve
52251,Yaagneshwaran Ganesh
52252,Ann Joslin Williams (Goodreads Author)
52253,Barbara Gowdy
52254,Gary Paulsen
52255,Ruth White (Goodreads Author)
52256,Seth Harwood (Goodreads Author)
52257,Raymond Benson (Goodreads Author)
52258,Margaret Mahy
52258,Mou-Sien Tseng (Illustrations)
52259,Stefan Żeromski
52260,Idries Shah
52261,Sarah Bird (Goodreads Author)
52262,Charlaine Harris (Goodreads Author)
52263,Jun'ichirō Tanizaki
52263,Howard Hibbett (Translator)
52264,Margret Rey
52264,H.A. Rey
52265,Chris Eubank
52265,Martin Roach
52266,McKaylin L. Felton (Goodreads Author)
52267,Sri Chinmoy
52268,Mark D. White (Goodreads Author) (Editor)
52268,William Irwin (Series Editor)
52269,Paula Brackston (Goodreads Author)
52270,Piers Anthony
52271,Sylvia Day (Goodreads Author)
52272,Jeremias Gotthelf
52273,Addison Moore (Goodreads Author)
52274,James Lee Burke
52275,Pamela Ann (Goodreads Author)
52276,V.S. Ramachandran
52277,Jamie Zeppa
52278,Enid Blyton
52279,Alexander Pushkin
52280,Rachel Gibson (Goodreads Author)
52281,Aeschylus
52281,Judith Affleck
52281,Philip de May (Editor)
52281,Patricia E. Easterling (Introduction)
52281,John Harrison (Editor)
52282,Monica Dickens
52283,Sarah Whitfield (Goodreads Author) (著)
52284,Mike Dash
52285,Jacqueline Susann
52286,Brandon Graham
52287,Serhiy Zhadan
52287,Miroslav Shkandrij (Translator)
52288,Kjartan Poskitt
52288,Daniel Postgate (Illustrator)
52289,Karen Rose (Goodreads Author)
52290,Jules Tygiel
52291,Joel Chandler Harris
52292,Susan Trombley (Goodreads Author)
52293,Alan Gratz
52294,Eugenia Price
52295,Hervé Guibert
52296,Eric Kistner
52297,Tim LaHaye
52297,Jerry B. Jenkins (Goodreads Author)
52298,Betsy Hearne
52299,Kate Gordon (Goodreads Author)
52300,Kristen Schaal
52300,Rich Blomquist
52300,Michael Kupperman (Illustrator)
52300,Lisa Hanawalt (Goodreads Author) (Illustrator)
52301,Ryszard Kapuściński
52301,William R. Brand (Translator)
52301,Ljubica Rosić (Translator)
52301,Katarzyna Mroczkowska-Brand (Translator)
52302,Beatrix Potter
52303,Idries Shah
52304,Scott McCloud (Goodreads Author)
52305,Charlaine Harris (Goodreads Author)
52306,Thomas Graboys
52306,Peter Zheutlin
52307,Graham Swift
52308,Wendy Beckett
52309,Sue Pressley
52309,Diana
52309,Princess of Wales
52310,Diana Rowland (Goodreads Author)
52310,Daniel Dos Santos (Cover Artist)
52311,Brandon Graham (Writer
52311,Artist)
52311,Simon Roy (Artist)
52311,Farel Dalrymple (Goodreads Author) (Artist)
52311,Giannis Milonogiannis (Artist)
52311,Rob Liefeld (Creator)
52311,Emma Ríos (Artist)
52312,Robin McKinley
52313,Katie Fforde (Goodreads Author)
52314,Addison Moore (Goodreads Author)
52315,Kristen Tracy (Goodreads Author)
52316,Bill Karwin
52317,Simone Beaudelaire (Goodreads Author)
52318,Paul M. Churchland
52319,Lois Beck
52320,Marion Zimmer Bradley
52321,Gregory Benford
52322,Darynda Jones (Goodreads Author)
52323,Daniel Defoe
52323,Cynthia Sundberg Wall (Editor)
52323,Anthony Burgess (Introduction)
52324,Naomi Klein
52325,Chingiz Aitmatov
52325,Refik Özdek (Translator)
52326,Derek Sanderson
52326,Kevin Shea
52326,BobOrr (Foreword)
52327,Lars Norén
52328,Vladimir Jankélévitch
52329,Patricia Leitch
52330,Mercer Mayer
52331,Richard Corben
52332,R.C. Sherriff
52332,George Gamow (Introduction)
52332,Michael Moorcock (Introduction)
52333,Terry Deary
52333,Peter Hepplewhite
52333,Martin Brown (Illustrator)
52334,Karen Rose (Goodreads Author)
52335,Paul Copan
52336,Thomas R. Holtz Jr.
52337,Samuel E. Chamberlain
52337,W.H. Goetzmann (Introduction)
52338,Wyatt Sawyer
52339,Hope Hart (Goodreads Author)
52340,Eugenia Price
52341,Paul-Emile Borduas
52342,Erin Hunter
52343,Tom Wicker
52344,Brian J. Sheen (Goodreads Author)
52345,David Ambrose
52346,Stephen R. Donaldson
52347,Tony Johnston
52347,Tomie dePaola (illustrator)
52348,Truman Capote
52349,Diane Conway
52350,James Wesley
52350,Rawles
52351,James Schmidt
52352,A. Meredith Walters (Goodreads Author)
52353,Richard Price
52354,Brian Hoey
52354,Vivian Brett (Editor)
52355,Paul Melko
52356,Talia Vance (Goodreads Author)
52357,Matthew Van Fleet (Goodreads Author)
52358,Roger Zelazny
52358,Leo Dillon (Cover Artist)
52358,Diane Dillon (Cover Artist)
52359,Brandon Graham (Writer)
52359,Simon Roy
52359,Giannis Milonogiannis
52359,Farel Dalrymple (Goodreads Author)
52360,Orson Scott Card
52361,Virginia Hamilton
52361,Symeon Shimin (Illustrator)
52362,Kazuo Ishiguro
52363,Patricia Hermes (Goodreads Author)
52364,Carolyn Keene
52365,Joe Coomer
52366,Sandra M. Gilbert
52366,Susan Gubar
52367,Piers Anthony
52368,Gennifer Albin (Goodreads Author)
52369,Christof Koch
52370,Philip Pullman
52370,S. Saelig Gallagher (Illustrator)
52371,Gregory Benford
52372,Rachel Gibson (Goodreads Author)
52373,Andrew Krivak
52374,Alexander Pushkin
52375,Ramón Andrés
52376,Megan Rix
52377,Max I. Dimont
52378,A.V. Club (Goodreads Author) (Editor)
52378,Chuck Klosterman (Foreword)
52379,R.J. Ellory
52380,John Farman
52381,Federico García Lorca
52381,Norman Thomas di Giovanni
52382,Karen Rose (Goodreads Author)
52383,Paul Copan (Editor)
52383,William Lane Craig (Editor)
52384,Ann Wroe
52385,Tahereh Mafi
52386,Barbara Nickless (Goodreads Author)
52387,Amanda Milo (Goodreads Author)
52388,Mahmoud Dowlatabadi
52389,Marissa Meyer (Goodreads Author)
52389,Stephen Gilpin (Illustrations)
52389,Douglas Holgate (Illustrator)
52390,Eugenia Price
52391,Erin Hunter
52392,Gideon Defoe
52393,Elizabeth Goudge
52394,Jamie Whyte
52395,Martin Amis
52396,Russ Kick
52397,Andrzej Stasiuk
52398,Fred Hoyle
52399,Kathleen Norris
52400,Nagaru Tanigawa
52400,PUYO (Illustrator)
52401,Emma Dexter (Creator)
52401,Johanna Burton
52401,Jeanine Herman
52402,Elisabeth Kübler-Ross
52403,Temple Godman
52403,Philip Warner (Editor)
52404,Kioskerman
52405,Samantha Towle (Goodreads Author)
52406,Martine Kurz
52406,Christine Gauthey
